line,l_area,l_perimeter,l_length,l_width,l_apex,l_base,t_area,t_perimeter,t_length,t_width,t_apex,t_base,r_area,r_perimeter,r_length,r_width,r_apex,r_base,leaftype
PI368327,50.95928911,35.28435862,8.497258079,7.55758227,84.33224032,97.72548352,46.57081318,34.01450598,8.772074484,7.91887108,86.09200466,105.5075888,50.41033256,35.0966505,8.493521525,7.475565818,87.32158888,98.77461598,1
PI368329,55.39316682,36.10660267,8.371669319,8.072810894,90.51483782,103.7055836,48.78521807,34.58428303,8.755375494,8.246652908,89.53682635,107.8820453,55.6034468,36.50072424,8.67704558,7.957280604,88.61867828,100.5676057,1
PI368330,55.04609169,36.26547883,8.516822865,8.000775269,88.99083532,101.0192155,51.67177802,35.32588492,8.708730531,8.740870598,96.29444051,111.0452274,56.99414884,37.00067326,8.917273568,8.083942251,85.41555375,98.37770318,1
PI368332,46.46384933,33.48087771,8.287378995,7.192814763,80.79205992,96.20817393,44.66076157,33.49808105,8.764021213,7.784703163,85.59028986,104.5932083,47.01913994,34.47111857,8.325727201,7.196397932,82.5363286,95.80011913,1
PI369768,56.28994881,36.88461008,8.687188652,7.917918103,87.22159507,99.33856763,61.92607821,39.0193024,9.260254377,9.398283306,92.47880296,110.6594099,59.24580841,37.65901129,8.931230002,8.006799408,85.61509396,97.99969158,1
PI369794,54.78876406,36.46496528,8.431125983,7.92182132,84.40637809,102.2754384,57.44747046,37.07977429,9.127145924,8.993813768,87.55554468,109.1976345,57.22587476,37.57994374,8.777882733,8.026955369,83.48893266,97.98853915,1
PI369795,60.62957088,38.26349583,9.22746066,8.299684812,85.78173711,98.42005673,58.78724751,37.49433702,9.008807261,9.177911604,94.41590812,111.0159971,61.58362491,38.48376023,9.172638405,8.295169217,85.12890142,98.94209932,1
PI371816,64.82032982,39.06722192,9.035184428,8.451092397,89.85743803,102.4748651,64.47832239,38.81236004,9.149471847,9.51144892,93.22673501,111.8967201,65.31354255,39.3225195,9.2957866,8.476650728,83.60172207,97.20911658,1
PI374123,61.04180118,37.95382227,8.913174281,8.202519395,89.51682973,101.4807281,59.98786664,37.54471108,8.77211904,9.184497458,95.39242266,112.7380508,59.96102714,38.01229013,8.993653347,8.207820402,85.33780497,99.06575048,1
PI374125,58.22584143,36.51921624,8.549242179,8.088543342,91.79474996,104.0136076,60.86451645,37.64773428,9.178516158,9.231320959,88.87828933,109.9064555,63.41066818,37.76366986,9.151645184,8.44869337,86.38963116,99.29491589,1
PI374130,48.06092817,33.81298211,8.390932641,7.319925749,85.0029848,98.689977,44.42494801,33.08320953,8.427830042,7.699531309,88.72189158,106.6809817,49.32295955,34.67035426,8.423005099,7.465455479,85.01688748,99.40864394,1
PI374145,49.23069371,34.05821014,8.233543019,7.310180092,86.45985054,97.18903842,50.54591403,34.58741471,8.667735843,8.19039838,93.68443673,108.7467768,50.45132375,34.86994427,8.291325678,7.390239389,87.02964785,97.83249233,1
PI374146,55.66290698,36.31158469,8.804317196,7.948209841,86.84849613,99.51323326,52.80693247,35.82130634,8.841023376,8.825778307,91.0916765,110.8498671,58.20111017,37.34512076,8.744178106,8.106423135,88.29580277,100.7354193,1
PI376849,48.54139936,33.86507694,8.330411903,7.389311465,85.4563826,98.61352993,44.08968415,32.89196542,8.263280679,7.731082268,86.94627186,107.5241036,51.59517497,35.15545502,8.544768166,7.567382309,86.30640337,99.22400903,1
PI376850,52.23248545,35.79602486,8.707094789,7.727291688,88.96637304,100.2613536,49.02799438,34.27455437,8.819734237,8.229270556,89.66937418,107.151309,53.27904121,35.85735007,8.530266686,7.839482579,87.14190021,99.81799597,1
PI376855,52.62538268,35.69858315,8.595051965,7.744569986,87.32610393,101.2322378,53.47660078,36.12382503,8.965174956,8.641730024,89.33125758,108.7381963,54.5176208,36.65339607,8.66198568,7.835324427,85.64185323,100.5017665,1
PI376856,57.24664064,36.53951993,8.607655131,8.179937373,89.00808103,103.1809925,52.24208402,35.43521683,8.747775826,8.745131324,94.29664569,111.4873483,59.03716895,37.24456635,8.855484758,8.308707382,90.61092912,102.3046481,1
PI376859,49.24186536,33.94686822,8.392044015,7.50599008,87.7529247,101.8356427,52.58932529,35.64309285,8.883985787,8.614190827,89.87393463,108.9581961,52.81116525,35.16289974,8.501468483,7.662366908,86.54338491,99.59408409,1
PI376870,59.29913648,37.7004382,8.714972503,8.083636631,83.44724605,98.21232257,60.90565791,37.91325699,9.27686447,9.184791077,88.00030432,108.9848555,60.64941681,37.93262497,8.84684018,8.18914338,85.06697882,99.08096143,1
PI376923,63.03826482,38.09077228,9.006202032,8.52401739,86.520115,102.4988053,65.72251544,39.53825267,9.168677711,9.717239977,87.51046437,110.9533236,66.23757942,38.87990148,9.279953102,8.69610015,85.54899179,100.3308225,1
PI376951,44.74222794,32.85642334,8.336210638,6.919803766,78.84064207,94.08441387,43.03160652,32.95454308,8.667604135,7.401034077,80.9206982,102.4044428,45.06341006,32.97111458,8.251257698,6.971548296,81.6960946,97.15511151,1
PI376952,46.19113587,33.39036203,8.474802438,7.144883083,81.65705082,95.07109958,44.48046982,33.06209436,8.696821245,7.708452674,86.36114071,104.8548645,47.06707513,34.21066975,8.557757276,7.132329749,80.91692575,93.11839787,1
PI376989,40.19903341,31.65938341,8.162094694,6.718735735,79.19375067,94.32079325,38.0690983,31.49051014,8.014485742,7.23282629,86.31633301,105.1653948,39.89600799,31.9190075,8.115555455,6.574804082,78.32403077,93.61529146,1
PI377001,52.83370635,35.40324186,8.795323611,7.555721439,83.20008563,96.6488407,46.84492927,33.47939526,8.77580336,7.922283458,87.8356379,105.7001325,51.68453636,34.86081628,8.646327992,7.453852122,84.98678891,96.43908562,1
PI377014,46.92532464,34.18551079,8.274508522,7.091608298,79.83927487,95.4349478,49.88753845,34.67782683,8.897772593,8.255950588,89.5370848,106.7238504,47.75750206,34.92859706,8.509764024,7.134512632,79.02263741,93.14099829,1
PI377022,43.11238499,32.25015426,8.075717965,6.878823392,81.76833443,96.66534699,38.34718754,30.93046766,8.248768549,7.1010232,78.24553328,103.3160437,44.32783638,33.68089993,8.510888415,6.99874821,78.90633204,95.36792012,1
PI377039,41.2152783,31.69934385,8.004906367,6.768967214,83.73909755,97.2941838,38.0937723,32.53954554,7.99010037,7.09089765,85.8523128,107.1912199,41.15526587,31.91728389,7.7835655,6.784197484,82.74824208,97.63979802,1
PI377048,55.0817685,35.66017362,8.581748668,7.889300699,90.19240642,102.6126264,53.84921169,35.77542697,8.942139109,8.763796421,90.6782821,109.7659587,56.53190822,36.32058147,8.678058195,7.975645377,88.69248019,100.9493595,1
PI377081,41.06368697,31.96546421,7.95288108,6.82937781,81.16980567,97.16250653,37.50766336,32.2545506,7.778974067,7.218387147,89.92054158,106.055224,42.9245545,32.60963924,8.079053187,6.956264173,84.07251693,98.01617149,1
PI377138,51.9472476,35.33912528,8.478190381,7.691231552,88.85813121,101.7436581,49.02675717,34.89186825,8.7338865,8.396018649,86.06609793,108.5280683,52.53429207,36.02544372,8.669969127,7.73251175,88.5718212,100.6236121,1
PI377141,44.16316958,35.19211131,8.415157843,7.765744061,89.00609371,102.168895,49.05998871,34.33262807,8.471741512,8.255229966,90.35842481,109.5543515,51.74135732,35.08059422,8.418569791,7.617162435,87.44740636,100.3666421,1
PI377147,43.87264602,32.71825065,8.212617736,6.839967688,82.37321167,96.72101941,42.54940554,32.66194576,8.520458647,7.635781518,81.79470869,105.9672697,42.56022527,32.43054504,8.057132975,6.725693685,80.94283459,95.81979033,1
PI377167,41.7849051,31.80487904,8.161934349,6.722846244,79.79720334,95.60712214,36.68659588,30.2627105,8.096336197,6.926904011,80.02366758,103.6255522,41.31983007,32.03148311,8.25292768,6.64422852,76.93935701,92.81163995,1
PI377186,52.53221175,35.21234458,8.625050916,7.737142822,88.34565046,101.4549778,50.64919262,35.26313491,8.831572644,8.473327302,89.14321979,108.8988907,53.35045767,35.75972173,8.685721598,7.696363412,85.14420023,99.05334149,1
PI377193,47.87488324,33.99495799,8.29696505,7.192163137,82.08380048,97.08821837,45.81716273,33.55091064,8.21755695,8.056004252,89.66892507,111.5441443,47.77157655,33.76235821,8.393303299,7.061202124,82.67505923,96.4044416,1
PI377195,50.01198737,34.61792942,8.459079089,7.479380476,87.15160016,97.74265455,50.48015386,34.97985333,8.955617222,8.239188213,87.99509637,105.9352328,51.86843567,35.69100038,8.727900942,7.486656886,81.85310788,95.77892659,1
PI377196,44.45934514,32.81686101,8.302658914,6.940404295,82.11471025,95.95284265,44.31448765,33.17691724,8.784658297,7.608789071,84.83868208,103.5971068,45.37730849,33.30052527,8.318401903,6.942583006,83.59803946,95.2808574,1
PI377197,52.05449772,35.96621074,8.572780554,7.679197124,83.71350587,98.81772074,49.0337206,35.18261509,8.583577862,8.336482085,90.30707612,109.0946086,51.65267299,36.2128387,8.739716811,7.769251288,83.03699939,98.83378625,1
PI377198,45.77610584,33.26380676,8.217535415,7.117230769,84.68354237,98.23563041,44.40155353,33.45622105,8.646171915,7.602423242,87.51303265,104.5884247,47.80678459,34.38578781,8.598878325,7.116945809,83.25561126,95.26088386,1
PI377202,48.81704767,34.42682144,8.563439305,7.29376447,82.8720431,97.26986849,46.22354685,33.6454667,8.314411607,7.872902685,93.6889185,109.0585935,48.36501979,34.46648973,8.319176504,7.166123846,84.71677969,95.61252103,1
PI377203,45.71840041,33.38450348,8.183988546,6.864464189,82.455834,94.86803073,43.62240328,32.6369789,8.262633567,7.57727452,90.40759844,108.0525497,46.13233078,33.47153689,8.106809004,6.938185625,83.45742414,96.02179734,1
PI377207,35.8708371,29.57690449,7.726087088,6.113498687,78.42715723,94.14633611,36.57767996,29.9156193,7.914799863,6.677040706,83.09202458,103.318573,38.54001235,30.90829168,7.785551648,6.306706294,81.17055343,96.94545742,1
PI377208,47.39026379,33.74527978,7.933527622,7.163006132,92.36562465,99.96596315,49.08474403,34.42141411,8.43693915,8.239852623,92.26664615,110.5073843,48.45047571,34.58583272,8.45039731,7.17227645,86.13854053,98.16868032,1
PI377217,42.47341146,32.07659368,8.033024898,6.767961608,85.05884944,97.68771302,41.18979888,32.06068042,8.221711786,7.353753689,87.91694314,106.2667655,43.22141992,32.49941565,7.892273176,6.91756367,87.80792441,101.1452075,1
PI377220,61.12982356,37.4913382,8.712054478,8.364715936,91.63280773,103.5594303,58.28978007,37.05757336,8.861190964,9.180710591,91.56873988,111.7063724,61.4123272,37.93158903,8.790583083,8.357924889,88.61817165,101.6771227,1
PI377223,49.6306367,34.46719982,8.438892496,7.473175549,86.02084367,98.70762672,48.64896128,34.51791283,8.577565503,8.319432171,90.99916807,109.4326268,50.83594976,35.00192495,8.481010414,7.512169485,85.72534748,98.95242054,1
PI377228,50.11024973,35.18757381,8.772934987,7.593644795,85.20172549,98.73531285,47.29555647,34.05812211,8.689968652,7.934237989,88.21258675,105.9105324,51.31940277,35.09142218,8.606563219,7.557438162,83.99925785,97.6706837,1
PI377231,43.1175876,32.59216109,8.081053779,6.800554605,87.08469245,99.22080003,44.69301591,33.50176812,8.442938504,7.731363316,89.67203841,107.2434102,46.08003321,33.62594259,8.421103424,6.910567865,83.33564036,95.13467122,1
PI377232,46.9892927,33.67744277,8.333484408,7.083015227,81.3395504,97.07328445,45.8047078,33.32003033,8.710292196,7.684903067,82.51335725,103.7861643,47.23207856,34.09523368,8.497079068,7.134272223,81.57753865,97.98616802,1
PI377233,50.34577232,34.37320555,8.33593041,7.631708286,86.10566832,100.3428405,47.54749046,34.00607296,8.378575352,8.167682984,93.98418147,110.9764593,51.62360425,35.93485327,8.433846789,7.758095637,86.29554564,99.99631699,1
PI377234,58.1796121,36.64237839,8.507107973,8.123522316,92.22028443,104.8998641,57.61982352,36.49731739,8.916507512,9.131372408,91.72037457,111.3945375,61.61234243,38.00323357,8.625582506,8.257675629,86.11486479,102.0679022,1
PI377235,48.23542864,33.20997871,8.64696808,7.283699505,86.5004982,99.94101843,48.45871374,33.82819608,8.659621962,7.955272572,89.1304875,106.3522815,49.59251881,33.57427381,8.509410412,7.416998715,88.96009436,101.4448115,1
PI377238,35.86324634,29.32393254,7.370266123,6.298956859,86.46415996,98.88417645,34.53062708,29.03477061,7.630201414,6.789468141,90.61625595,106.7548224,37.54429316,29.78573022,7.477778549,6.377223096,85.11364096,97.9133707,1
PI377239,54.5480085,35.66055219,8.316622284,7.848191389,94.32491633,105.0038141,52.79474774,35.48721651,8.692512679,8.624360356,91.14033745,110.5669534,56.77739852,36.58471636,8.380376401,8.004442134,90.98447172,103.2827268,1
PI377242,49.78336402,34.59908638,8.153580672,7.629544318,88.01688076,102.4335658,46.54271682,33.43861245,8.456991557,8.103019561,90.17207155,109.2844669,50.06197107,34.6722277,8.177323188,7.633843569,89.0013107,102.8492726,1
PI377244,59.90544132,37.90267614,9.327885911,8.131546487,88.48198959,99.78866036,55.0953139,36.67895452,9.367815541,8.593127525,89.74384693,105.7295431,60.22548878,38.04222308,9.24555813,8.171251272,86.68844505,97.34589433,1
PI377248,42.39529575,31.72853618,7.818313141,6.804010415,84.50405381,99.43422552,41.92287822,31.86302667,8.081351845,7.465171313,85.90759791,107.9370507,45.03786603,32.86625497,8.031726794,6.958826973,84.46966289,98.26022727,1
PI377249,45.88451729,33.09658215,8.199205518,7.138556511,84.03118664,97.81930859,45.62468628,33.38664752,8.27714774,8.037032494,91.35406404,110.1163754,47.47339409,33.5506785,8.202799514,7.201204681,86.60114554,98.75418359,1
PI377250,48.32498444,33.86079198,8.344475855,7.435626284,87.32780004,100.7454951,46.64297285,33.92012295,8.574353459,8.123649541,87.55304139,108.7545786,52.31186591,35.45700689,8.688252768,7.649736143,83.87342266,98.6780409,1
PI377255,53.17960994,35.58574568,8.579120482,7.790283849,87.10087257,101.1824744,49.55720105,34.84155495,8.647388487,8.447772546,88.70728179,109.2133145,54.07173549,35.99259792,8.407653775,7.888859773,90.00078139,104.2727706,1
PI377256,47.50338059,33.43173733,8.175375853,7.280035653,88.64218695,101.331142,44.75722768,32.77184577,8.084979656,7.995004043,95.40805544,112.3274741,47.01187023,33.74498945,8.158750476,7.184509179,88.4977639,100.7893147,1
PI377258,50.42110658,34.66333918,8.10287744,7.389190975,87.62381435,101.632312,48.22774219,34.28050981,8.590612587,8.116866494,85.81901638,107.1964458,51.96546281,35.70626321,8.631411973,7.613625534,81.56030336,97.71931671,1
PI377259,53.69200721,35.9321458,8.686772518,7.790013288,86.90877782,100.8716032,51.61321069,35.64812534,8.922818022,8.52301445,88.23698574,108.0617723,55.45895069,36.72777713,8.460085043,7.738488059,85.90791468,99.86959842,1
PI377261,38.2992632,33.28666854,8.082946771,6.583825132,72.51308577,88.66077738,38.14488251,34.02557361,8.119792635,7.335151644,78.04460094,103.1189819,39.82465785,33.90218924,8.091614948,6.59069065,79.84938961,94.28319256,0
PI377262,47.43214371,33.70270893,8.154218084,7.304538611,87.92525862,101.5871783,45.19627563,33.10377009,8.364086092,7.964498994,89.39875457,109.3275012,47.97767885,34.21388243,8.2269367,7.295062637,86.23103714,99.59440584,1
PI377263,42.19768944,31.67480528,8.040123247,6.818416063,85.4645876,99.05744458,41.7389613,31.89666925,8.186679781,7.69894071,85.73329168,109.025517,43.44151403,32.29557247,7.949084434,7.0553125,87.41787606,101.6123925,1
PI377265,42.91846647,31.74315413,7.996208439,6.818514114,85.49063716,98.37818354,39.79692132,30.79812355,7.828392999,7.483494044,93.22796432,111.7333833,42.16264656,31.79377931,7.899178405,6.793102929,84.82508252,97.36417001,1
PI377266,45.53397594,33.39895085,8.443512309,6.992288211,82.71178104,94.4509563,42.15846171,32.33765328,8.476404949,7.491126503,86.84841566,104.9670978,44.19955688,32.70376374,7.970031035,6.949588849,84.79346912,97.8967584,1
PI377268,37.7278562,30.05615999,7.623790096,6.276548091,85.0174249,96.80920836,38.25424916,30.6920304,8.188716188,6.869016324,85.94325421,103.5596972,39.17015348,31.46742631,7.885797568,6.351507948,85.28504852,99.20207032,1
PI377271,45.98111371,33.09234435,8.379141902,7.151699042,83.81289481,97.11949615,45.05959062,33.05443024,8.246505583,7.731196104,92.47062325,108.5035146,45.39340362,33.11278835,8.204996569,7.072168752,85.94843832,98.59451897,1
PI377272,40.98644899,31.64666733,8.067042123,6.62176545,83.05098115,94.97860431,38.99791814,31.38266292,8.486918988,7.138431179,83.63975174,102.2801278,41.2031663,31.80638767,8.230007719,6.538227384,82.66600142,94.6815211,1
PI377274,45.10315843,33.04183367,8.238932899,6.960842609,84.5083415,97.13459055,41.69930257,32.09453433,8.285460321,7.443378546,90.02515956,106.4621717,43.78812003,32.83893909,7.965827808,6.86623524,87.25613972,97.19689667,1
PI377275,35.94532618,30.11307161,7.633730607,6.162235658,85.1377697,96.22413696,35.45917889,29.60147504,7.881723534,6.630590548,88.88335119,102.6887042,37.11829177,30.01931972,7.702573858,6.276887942,86.1084321,96.99273904,1
PI377276,53.0147622,35.45768079,8.418838611,7.625040364,87.92417571,101.9187793,51.00058384,35.00047156,8.774250464,8.337187095,89.47204843,108.474157,53.20200021,35.98266467,8.585937244,7.516345115,83.30013847,97.3374645,1
PI377281,48.40872493,34.17527047,8.310457282,7.229677876,86.52487875,95.8772343,44.4771743,33.00686432,8.5974058,7.676547765,87.62764423,105.3830564,50.32791609,35.22874323,8.711236532,7.34467162,82.54841971,95.67475721,1
PI377283,47.72390667,33.61115153,8.502408835,7.178323585,84.92486157,97.88387033,45.09115542,32.92885698,8.526285988,7.72270653,88.46168898,106.4949685,48.17307841,33.9753156,7.841509746,7.293788424,85.58747688,98.58656739,1
PI377284,51.86763674,35.41616866,8.785563456,7.507539078,82.73441886,96.59811073,51.42445626,35.40646694,8.961794052,8.334038703,86.99618626,107.2526996,53.66929382,36.04848762,8.818601388,7.547057963,82.32998992,95.59804808,1
PI377286,36.84987103,34.60705551,8.09432266,6.728453999,67.15221001,84.85890064,36.37971048,36.25206195,8.362959004,7.700638441,62.74239136,100.6732082,37.9694691,34.95272767,7.977437728,6.92618759,67.26707234,84.1986554,0
PI377287,41.80411051,37.61805271,8.574950896,7.371177765,61.30514542,74.34348385,37.91749181,37.1590871,8.738668154,7.886881505,59.59694037,90.99285146,42.15958113,37.84777959,8.652606174,7.482512985,66.52687717,83.86383756,0
PI377288,47.65929434,33.66782463,8.563878476,6.915476546,84.26085791,94.1113376,45.60081689,32.94691193,8.994130653,7.344782544,84.203863,99.13813075,47.40126077,33.54581525,8.494113232,6.963813012,83.16078426,94.90589275,1
PI377296,53.28179977,35.63702745,8.93189735,7.606471782,83.74905958,95.57762378,51.78478282,35.56703984,8.790421816,8.475382003,89.01428665,108.5183966,54.37846492,36.43182285,9.011851592,7.651005391,82.21606908,95.09627981,1
PI377297,49.09630348,33.81945492,8.274349238,7.360058675,90.11080189,102.2942991,50.98725086,34.74708595,8.710802586,8.332062179,89.2385456,107.2077483,50.90110984,34.39419845,8.472320336,7.405190635,86.06632076,98.27258516,1
PI377298,35.76899263,29.17749951,7.381213,6.109979183,85.6279251,100.4348828,34.53849587,28.67007611,7.378854876,6.638352826,91.64628805,109.4071027,36.16725233,29.32712224,6.990761356,6.128984639,88.77040332,102.198191,1
PI377299,45.2051717,32.83411645,7.951620062,7.130104222,87.98062983,102.0413953,45.34486014,33.12442681,8.313273509,8.072248059,87.7517893,110.7620963,46.02313442,33.67472229,8.159224465,7.058915352,85.53747503,99.08031324,1
PI377304,52.61273407,35.21440905,8.678718301,7.633109686,86.85661049,98.82596108,51.77816471,35.22803868,8.922906475,8.489859235,88.94217071,108.1501628,49.20875669,34.90271828,8.494741767,7.397921251,85.81405096,97.03987017,1
PI377305,44.28059534,32.52702019,8.074099503,7.198576931,87.5058207,100.5195874,43.69956941,32.73216534,8.126813842,8.058279885,94.2959634,111.4991787,44.62536405,32.85086982,7.834017132,7.204373327,87.82556124,100.2745896,1
PI377306,48.54679086,34.38608114,8.539743759,7.287393947,82.21684199,95.93822778,43.74270125,32.78733014,8.288345539,7.495457351,86.69654878,106.8339388,48.06044587,34.27134728,8.358898078,7.247516612,84.4003578,98.58130552,1
PI377308,47.36074199,33.84159725,8.649804816,7.221719401,79.01091538,94.92560954,43.34796937,32.79063817,8.595441593,7.462764312,85.05642243,103.8412286,48.58043985,34.63473098,8.582698379,7.298309654,81.8994812,96.24675058,1
PI377312,48.68713721,34.38772887,8.389114522,7.385230389,85.91722599,99.2931985,46.14825817,33.7099907,8.492544005,7.924659006,92.81734213,108.6434668,48.46480019,34.09347322,8.346994902,7.358974912,86.55967642,99.71028983,1
PI377313,47.2653352,34.21580631,8.461150664,7.256158976,82.23893485,96.58619634,43.46000387,32.97717386,8.452076358,7.719147958,88.76302825,106.7576118,47.91466327,34.41219152,8.450092907,7.3324275,81.88715261,96.01081563,1
PI377316,45.14860725,32.99884654,8.395488038,7.206851749,80.85193692,96.53059791,48.15302084,34.34342923,8.688007557,8.266727104,88.93689123,108.2714537,48.8111478,34.67997869,8.436013475,7.459946834,83.89877233,96.86997792,1
PI377338,50.03496421,34.46423458,8.428779421,7.554677513,85.78628833,99.81366803,48.05328769,34.11570552,8.817229599,8.123879656,91.09181076,106.3228936,51.7503017,35.02418763,8.636131312,7.635239744,85.87378971,98.21557857,1
PI377342,38.16028748,36.8309156,8.21319773,6.903226826,61.60927304,76.9225341,35.86490107,37.24898532,8.613115465,7.51005954,56.13378087,100.4408127,38.07127558,36.46305001,8.233948714,6.869870016,67.40634881,77.00491219,0
PI377349,47.47793646,33.09617965,8.273980824,7.113258365,88.71476147,100.2604795,47.345984,33.54604347,8.563038777,7.973209823,92.28060974,107.8164897,49.2321056,33.79925879,8.379500007,7.321505254,85.3648096,98.3915095,1
PI377354,45.02565838,32.79610501,7.86558648,7.225682095,88.10143934,103.7262823,43.95251009,32.88511078,8.372049724,7.96412817,86.74148763,108.9524728,47.19569899,33.73684397,8.309997802,7.343604374,84.0083909,98.17423946,1
PI377363,52.75534142,35.95540349,8.811986861,7.843739294,83.34066416,99.79477761,51.16055106,35.46341162,8.668739902,8.705866124,88.18861972,110.8442462,52.53486318,35.74588255,8.597243675,7.788180469,84.14426865,99.06690647,1
PI385297,42.64390089,32.33189417,7.879217302,6.903782474,84.81623785,100.2382823,41.67375025,31.84674552,8.165559873,7.451352945,89.02317725,106.6988715,45.2601419,33.0396113,8.116823643,7.05141079,87.39816145,99.22289358,1
PI385298,54.85602152,35.66321088,8.751119572,7.838680617,85.50806492,99.46276919,54.55299831,36.02034651,9.190308144,8.623776319,87.14418991,107.0001119,53.98933249,35.77662923,8.676160429,7.843623313,85.42135231,99.94841074,1
PI390419,54.89356929,36.34879793,8.63000193,7.959239659,86.83638872,100.6434578,56.09931664,36.51690745,8.936267126,8.822357791,90.60833571,109.1922347,57.90189074,37.51319385,8.789818994,8.042260708,85.46151868,98.38552542,1
PI413223,44.04471737,32.47287204,7.818536864,7.148185707,89.98038683,103.1105189,39.81922447,31.34136099,7.82380486,7.339757062,93.01162638,109.0266874,43.71312509,32.58349952,7.844501135,6.995540714,87.71842837,100.0058969,1
PI413239,42.74642727,33.62458948,8.173894924,6.822138031,81.5165035,94.34938394,37.90300531,30.79727774,7.948892577,7.053471173,86.15265212,105.0822398,42.2256803,33.26592171,8.197339042,6.722915091,78.19845979,92.65534629,1
PI424964,41.91322316,32.13089248,7.941690687,6.733078873,79.68682141,93.6156147,43.03279445,32.59771587,8.5138765,7.72801079,87.44329965,106.5814237,44.20065515,33.10966783,8.401495947,6.847738906,81.20443028,94.10795964,1
PI424984,60.43713859,37.76076534,8.891319742,8.346058431,88.31572024,101.2575032,62.85973277,38.71485194,9.336289907,9.43275832,90.6595468,109.8399265,59.17886178,37.70414366,8.73790874,8.332386996,87.93242973,101.1654158,1
PI425007,39.62194392,31.17875463,7.882183917,6.470336817,83.84840679,96.7177241,41.91661175,32.22196217,8.214642144,7.473939001,89.6428919,107.6076421,40.95140677,31.64334871,7.937186094,6.591108911,83.2356418,96.90377937,1
PI425029,45.01167848,32.84754435,8.147520517,7.16368083,84.83392746,99.77287221,43.74513157,32.9015147,8.244355803,7.979890444,89.45497105,110.6175237,47.12385696,33.66770377,8.284570621,7.301773185,85.14330325,98.20535922,1
PI425038,56.8287624,36.10985642,8.554642399,7.979354518,89.82682028,101.2968621,55.46023364,36.08020628,8.995231689,8.831274598,90.87253639,109.3841919,59.68731845,38.1267093,8.903320271,8.116907745,87.31604019,100.5594439,1
PI425045,55.34816608,36.1234068,8.777625355,7.755260242,83.21172811,96.66622899,51.65373011,35.48775347,8.96076922,8.409984475,85.97970582,106.8071018,52.86169872,35.57181065,8.767380209,7.600119759,84.57921446,97.9150531,1
PI425085,59.1074768,37.00120496,8.955195199,8.125002719,88.41121252,100.5352315,56.75880321,37.39527011,9.161062345,9.126087806,85.81749545,109.8816257,58.59235245,37.29160553,8.873403431,8.133337525,85.65117683,99.47494816,1
PI425130,42.18573951,32.20772392,8.080700041,6.829386113,84.81706511,97.85921958,39.23369884,31.43488065,8.127141933,7.388795133,88.02303917,107.3073049,45.3741961,33.56473911,8.258480163,7.051343575,84.32312139,97.76832527,1
PI425136,42.71345353,32.89350981,8.075344649,6.824290147,82.04105683,98.04931158,42.11958659,32.20632867,8.365721999,7.472705948,86.21129599,106.2929426,42.11351945,32.49217767,8.072399822,6.767211896,83.44112873,97.04822584,1
PI425138,49.71247271,34.62101612,8.602410418,7.414618732,81.48750522,98.22123255,47.37972892,34.09066688,8.646831243,7.991828998,83.61351585,106.5930216,49.98823663,34.7773168,8.670422926,7.338296321,80.35278418,96.00582223,1
PI425160,55.08597256,35.79881514,8.699733243,7.784017954,85.02238793,98.57694413,54.45555379,36.06382011,8.850840988,8.627176042,93.23232015,109.3318911,55.25913861,36.183971,8.911450351,7.889508262,86.06832084,98.46841612,1
PI425169,51.96087676,35.33213126,8.657454226,7.600769862,82.13752452,96.98386894,48.13193157,34.06367117,8.685205126,8.196113278,89.62657287,108.1273453,52.69430945,35.61828516,8.596422754,7.710033216,84.26120968,97.56389651,1
PI425192,45.52539784,32.96281985,8.247081682,6.946921703,83.39090943,97.32870958,43.11967841,32.60493383,8.514204794,7.630926962,84.20758727,106.0647165,45.97542527,33.94974466,8.357798785,7.03610063,81.94977121,96.44875611,1
PI425201,51.24564882,34.52500377,8.397394819,7.461473544,85.92437522,100.3783395,51.6995782,35.07641035,8.833433598,8.371282773,88.55410351,109.0558717,53.8269565,35.48808845,8.692714282,7.638500846,85.02127723,98.65599393,1
PI425212,41.3587115,31.44430721,7.710992902,6.748045511,87.08798066,100.5935138,42.42779074,31.81505587,8.133394438,7.578958315,91.5844655,108.2051494,42.20856998,31.5626419,7.725256811,6.753330268,88.01132467,99.03182542,1
PI425219,46.5198819,33.61687274,8.484508427,7.207059893,80.57483285,96.28907982,46.83576898,33.97912682,8.702943888,8.066874069,86.29315326,107.0793745,48.7787209,34.42651639,8.587107332,7.297804737,81.72328102,95.9805168,1
PI425229,59.49017957,37.56985068,9.02964091,8.221334967,82.70112707,97.75346355,56.28642112,36.92581172,8.680837825,8.957345598,89.92042247,112.7942661,58.03733377,37.29330192,9.186808688,8.154852859,81.25681324,98.49224033,1
PI425240,52.92601495,35.214589,8.147336435,7.723967378,89.89885365,101.8597543,59.25024293,37.87885648,9.313387148,8.931267182,87.83106358,107.8754555,58.7640401,37.10670212,8.840567231,8.068774142,88.7280499,99.85204617,1
PI425254,54.4310506,35.90744053,8.614383787,7.736186861,91.73660473,103.0987485,52.03154175,35.21481898,8.796462386,8.491012432,90.48442273,109.0990974,54.97262333,36.14787128,8.841665794,7.688205533,86.03935603,98.19403607,1
PI425259,50.19381561,34.76030438,8.68765259,7.480902541,82.16440151,97.24401106,44.37608274,32.85926143,8.716150822,7.596731468,85.73905986,103.890196,51.32123364,36.50924976,8.890330847,7.576234162,78.40979019,95.5876993,1
